nome,fonte,unidade,tipo_unidade,codigo_estado,estado,codigo_municipio,municipio,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200252,Epitaciolândia,,,,,,,,,,,,,,,,,,,,0,1208,2833,,1209,147530,294414,462030,433008,295423,257635,116265,,680982,1025443,821819,1058896,1014800,1458500,1127696,983050,,1214740,846483,350134,456851,1818195,1634075,1554649,2454998,2533703
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200302,Feijó,,,,,,,,,,,,,,,,,1,1,0,73,89,9869,,12522,40007,767134,321420,,,237256,178003,232935,488927,418553,199373,1830488,518356,853545,,434767,432620,422650,442961,1022012,,0,3228969,1173143,1254175,2827934
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200328,Jordão,,,,,,,,,,,,,,,,,,,,29,10035,12475,,0,0,219,26200,40383,52542,10090,104616,71808,139224,134883,121104,64032,38101,53562,230157,323718,991624,1381674,918043,417910,435990,552643,734791,531296,1672729,1561307
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200336,Mâncio Lima,,,,,,,,,,,,,,,,,0,15,1,,412,368,,5569,212082,203250,92093,0,275711,51508,226897,0,67130,681916,110919,41066,850387,671360,1052455,1508145,117588,578370,689452,166007,1312241,1480163,2961038,1219016,5376767,7271121
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200344,Manoel Urbano,,,,,,,,,,,,,,,,,0,0,0,420,12469,19597,,69365,229201,214904,163644,139846,333376,133960,275941,283607,103948,353473,294541,97917,763440,57893373,493692,406245,531344,433866,507613,565096,2144346,1368457,2058192,1812190,2943593,6488832
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200351,Marechal Thaumaturgo,,,,,,,,,,,,,,,,,,,,624,1874,469,,0,0,200515,12111,2698,484818,0,24095,39000,153793,243017,518290,26462,451238,1431203,886999,571738,777406,1052555,768162,198098,85900,1057149,2338155,1151422,3778184,5519601
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200385,Plácido de Castro,,,,,,,,,,,,,,,,,,3,0,0,0,85257,,9143,2282,196514,158417,147576,156351,164260,350506,428303,577245,,3077321,1362571,478492,80460,156000,44035,67098,15115,6073,40758,984360,314357,1124261,2308321,2431406,1377498
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200393,Porto Walter,,,,,,,,,,,,,,,,,,,,38,899,0,,0,0,125279,0,0,180223,155400,0,47676,46722,41113,119400,232810,10420,108588,587695,87172,142183,712482,1161475,1312824,,573018,1747400,392107,1976013,4422229
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200401,Rio Branco,,,,,,,,,,,,,,,,,28,82,1240,30240,525871,1293873,,1298586,1330596,1104002,3404261,16527200,3430070,1139076,394970,472331,8352321,9759174,17582068,14053854,17995665,27825929,31451475,28634456,28613425,26918355,42482857,39379922,50990308,38282246,23161338,19181219,57353316,79530587
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200427,Rodrigues Alves,,,,,,,,,,,,,,,,,,,,0,10690,3260,,0,72887,68100,2350,0,393336,0,0,43800,8958,489571,245018,74191,1075207,6510,112323,6058,,357372,161341,1082615,14888,839847,632900,373340,994909,3282814
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200435,Santa Rosa do Purus,,,,,,,,,,,,,,,,,,,,0,1547,2060,,962,72594,143339,5225,20509,253467,73275,48830,16267,380332,33942,,7693,174321,167721,529754,803029,,317717,102940,497138,927407,1144505,676720,946187,1642787,2469111
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200450,Senador Guiomard,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,134493,395765,652753,649618,418586,151295,260344,181605,,266960,271601,240327,359557,466925,609310,5188203,2178207,1470818,444441,1570126,421909,0,3000,1001200,300000,1637971,2331151
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200500,Sena Madureira,,,,,,,,,,,,,,,,,1,0,5,10,12710,1047,,1198,82661,42813,318081,19852,321218,256521,138474,129617,214288,432597,1242260,1253624,1008409,1296005,1341548,1976385,2043902,2220529,3425596,2254421,2823941,869743,684668,510,678,4635533
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200609,Tarauacá,,,,,,,,,,,,,,,,,3,10,35,356,7044,4360,,80887,234696,499839,190241,302369,367909,491965,479221,491767,578754,572676,,654577,701353,1225917,1213070,1725933,2092091,1710231,1912264,1667690,1886220,1682697,826344,1333453,2306816,2240401
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200708,Xapuri,,,,,,,,,,,,,,,,,1,1,,665,8942,14917,,41349,239117,775997,232968,122929,288019,351882,576548,732979,630973,913424,565317,269008,507551,1578808,1563100,1341623,1470820,1076436,1228542,1227217,948991,1024660,1219626,1429172,1716986,1669770
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,12,Acre,1200807,Porto Acre,,,,,,,,,,,,,,,,,,,,,,13608,,57058,101631,257603,22003,202722,456221,78475,79530,208478,243846,160818,236627,1361518,608502,1287093,513271,311633,276780,239326,242501,862004,639357,1044835,3089844,1427950,98560,44038
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300029,Alvarães,,,,,,,,,,,,,,,,,,,37,,20495,696389,,,162285,522062,144211,88414,337352,29767,142218,89100,139412,76308,220315,160396,273356,186836,185670,177537,209959,2029644,974185,299217,237569,433221,268397,312552,1187008,711652
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300060,Amaturá,,,,,,,,,,,,,,,,,1,2,6,2082,,,,688302,,,146196,42180,42198,38846,25119,,33825,26417,33829,3825,68429,68637,34262,32669,68618,89985,86094,114625,159499,2517162,752434,510600,197833,995375
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300086,Anamã,,,,,,,,,,,,,,,,,0,0,0,327,6161,20870,,,53069,39090,32888,514871,100917,59211,28564,36759,0,0,0,0,593093,451960,194796,205561,151074,227754,286928,544358,539077,319985,578796,333069,660911,876418
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300102,Anori,,,,,,,,,,,,,,,,,,,,1566,27421,84395,,,272160,107594,105591,83336,478491,187554,99351,98006,147299,156837,267455,239475,243732,198964,366306,377524,484380,94676,532434,566609,437022,747300,952065,,784180,739091
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300144,Apuí,,,,,,,,,,,,,,,,,1,,94,4172,76851,239573,,,421872,333436,352144,291407,658213,293157,410117,421558,433106,313291,318767,511008,88849,88589,349236,490690,470385,1094972,582805,538305,303881,303887,256059,234910,767030,641124
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300201,Atalaia do Norte,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,,0,0,0,335164,0,0,56500,5099,0,,282666,427586,288943,658376,1171163,169397,192118,0,5130,677084,13700
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300300,Autazes,,,,,,,,,,,,,,,,,2,,5,2103,51244,165992,,,,64040,84853,142218,545547,234864,263800,1207524,456140,597846,636712,1537620,599254,795228,1094591,1599457,1387602,1261281,1359368,1096031,1178939,1336031,1723509,2934469,3306028,1710481
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300409,Barcelos,,,,,,,,,,,,,,,,,0,6,66,1794,33913,71401,,,407633,325820,29383,47523,336216,154677,458800,465280,0,,,472057,436502,511908,,1239763,965264,151461,190281,500537,304981,293914,324046,329412,291720,527228
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300508,Barreirinha,,,,,,,,,,,,,,,,,1,,22,1532,37739,182508,,,,,361816,202693,259118,183711,275973,307845,149020,418914,,255602,359550,753914,403499,482623,849784,411242,378162,399704,481031,1079752,1214900,919497,3003266,1972156
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300607,Benjamin Constant,,,,,,,,,,,,,,,,,1,,25,523,14362,,,,0,40457,108968,298436,87585,125952,224039,191870,386047,202307,296143,273958,520940,674094,,562773,1388035,757193,1163349,985296,1261579,1622469,2331925,2187538,2142659,2045595
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300631,Beruri,,,,,,,,,,,,,,,,,2,17,,1124,31792,,,,0,0,25993,466885,297078,101773,166896,53694,39916,,,201808,247484,190045,176086,803719,522345,698531,835984,338857,236495,220424,424521,274976,657437,527046
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300680,Boa Vista do Ramos,,,,,,,,,,,,,,,,,1,,31,1485,,67942,,,1026895,92098,196154,97085,434290,226813,259292,0,0,,,461868,,,,579460,590595,653281,751691,953014,1547730,1429364,1776978,1579772,5575499,2899168
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300706,Boca do Acre,,,,,,,,,,,,,,,,,3,7,61,1092,53640,138072,,198175,,,,93672,739058,162551,151506,319333,301029,268703,131890,228029,,,,400988,384251,453748,400956,568609,931070,1022712,699650,970465,1362360,1721502
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300805,Borba,,,,,,,,,,,,,,,,,2,10,100,1209,34456,60897,,,,,78662,74186,72536,60706,,351190,879125,794264,654440,561013,576338,680860,714738,1700646,1149634,1240125,1033600,884152,811741,839760,1961403,1423297,1890345,1371379
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300839,Caapiranga,,,,,,,,,,,,,,,,,0,0,,,0,,,146994,,,299813,74069,139438,193032,101449,195126,155871,216966,113354,209658,0,0,0,0,0,0,0,,0,0,0,0,,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1300904,Canutama,,,,,,,,,,,,,,,,,3,4,120,1343,34969,141981,,226456,,,,,,221518,164872,319294,509755,0,416237,354087,255101,366215,392491,424156,929173,480544,473229,573074,559102,730159,787369,634923,3094583,2252483
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301001,Carauari,,,,,,,,,,,,,,,,,2,,77,,,,,,366292,,0,217458,1719440,469867,682277,510962,705640,560900,606104,673174,960262,1359582,1258166,1503078,1267738,1344371,1283550,775625,1738687,2748996,2295396,2273715,3132938,3056243
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301100,Careiro,,,,,,,,,,,,,,,,,3,13,69,1824,52418,1388341,,,139048,238780,345434,346506,427992,282912,372808,,430384,451639,626697,619039,762673,1516816,849041,926574,2689379,959350,,1009002,2476732,1523675,4330714,1759182,2407289,3239704
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301159,Careiro da Várzea,,,,,,,,,,,,,,,,,1,,0,,,,,,185364,250365,150142,,639730,274232,745712,674983,180770,200490,338134,476199,551090,584721,566536,714413,2164740,1056570,556113,971457,838903,1190537,1636109,1046905,1840643,1570067
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301209,Coari,,,,,,,,,,,,,,,,,,,,,,,,,559146,320282,495076,255809,323666,467443,1613131,3120698,4101281,3328084,4898594,4113244,4223900,3750254,4506900,4457468,5104837,4305558,3432999,2585315,3456785,8681356,4593671,1698032,3851416,5477084
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301308,Codajás,,,,,,,,,,,,,,,,,4,10,114,,,,,,169998,298462,159672,166816,261725,1687546,478963,381830,493336,524180,1781152,1434258,765825,,,731426,1047029,1193817,1264385,921040,949588,916169,847259,1008219,1853301,3295093
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301407,Eirunepé,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,272624,358535,457636,590161,469297,513947,513624,1025883,1406521,1667845,,527090,,,,1279843,1115379,280145,166418,275562,114835,56,0,0,2580959,1227575
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301506,Envira,,,,,,,,,,,,,,,,,4,14,103,0,0,0,,,0,0,760528,654580,1031534,860985,1090511,987360,364319,211779,204580,170,155400,175000,0,947137,850688,129378,0,27695,0,395,0,4400,2504296,1592091
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301605,Fonte Boa,,,,,,,,,,,,,,,,,,,,2427,44738,98770,,,282310,57872,30403,71960,64580,451511,74618,33500,154421,,,141458,1021256,440862,385958,1000281,1046375,1025047,1333472,659191,416995,1219958,501613,612768,1172243,1245595
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301654,Guajará,,,,,,,,,,,,,,,,,1,5,16,643,59554,,,,,,0,118901,236971,306221,365181,239740,270105,322318,533612,748349,270575,275588,251391,439646,2134560,411304,318105,503540,1676212,499288,698441,2895805,2711342,1522526
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301704,Humaitá,,,,,,,,,,,,,,,,,2,,1,1293,40978,83706,,,,217419,960194,296919,310113,274958,0,169660,82528,33554,112480,443713,607948,1239235,2212406,1400346,2084927,1837302,1120534,758731,1336134,944216,3833318,5050740,10665936,11499851
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301803,Ipixuna,,,,,,,,,,,,,,,,,0,,14,3872,108567,,,,,,0,51300,383227,584417,108580,199600,550895,599763,587183,1181189,718032,591036,717007,627393,562771,594834,529758,1099798,1026693,1140745,1578259,2065801,1901913,2230361
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301852,Iranduba,,,,,,,,,,,,,,,,,2,,,1047,25226,448785,,,,,202644,300341,206309,133910,57924,137563,148001,171620,751588,905188,872788,720513,1055974,886843,1256379,1010152,1232499,1260555,774167,1358517,1271508,1494397,2027903,2907542
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301902,Itacoatiara,,,,,,,,,,,,,,,,,,,,4315,167182,374986,,705961,1135234,1222738,968981,577853,978499,684436,630991,765855,865771,936687,985092,1228106,1745973,1816819,,1957342,2194939,2504504,2114218,2487735,2638139,3014696,4288729,2745432,5689104,8762747
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1301951,Itamarati,,,,,,,,,,,,,,,,,1,,,,,12222,,6887,6229,6915,0,6159,222046,167956,73528,118093,,126457,143230,146885,134679,161576,130174,1133570,,1518461,192440,180079,549567,232098,332924,478695,1053708,3271290
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302009,Itapiranga,,,,,,,,,,,,,,,,,0,,21,387,24233,,,,334781,97924,140764,135044,138921,143151,96186,197242,208696,238744,318257,398387,380498,279775,,339415,451912,379898,330898,554995,490136,512090,714606,476316,1042006,1015550
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302108,Japurá,,,,,,,,,,,,,,,,,0,0,,,,,,,159420,70732,,98715,172586,233603,255764,314834,161341,360393,,213855,129902,191154,199058,187979,375616,312967,211100,863654,496986,699446,1020568,1157302,1229583,1367526
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302207,Juruá,,,,,,,,,,,,,,,,,1,3,,804,,,,306540,257350,229383,178646,273034,431398,190710,395923,149103,450022,233114,396700,246963,424907,477713,568817,412060,2864720,402938,460996,643130,912651,745139,1099229,1128937,1327529,1156031
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302306,Jutaí,,,,,,,,,,,,,,,,,1,0,,737,,,,161666,313673,89127,94848,149350,823512,332419,454646,126188,274500,,,497931,997584,,,651207,1420596,2246970,626238,723547,791325,899800,1197289,1145832,1017229,812628
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302405,Lábrea,,,,,,,,,,,,,,,,,,,,1696,,106675,,,,,67641,551664,1226085,1071783,67835,,881999,956529,780152,709194,900881,980211,1076233,1994143,1851628,1426655,1820519,1724376,2046122,,3199256,2392140,2569068,4107422
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302504,Manacapuru,,,,,,,,,,,,,,,,,14,,,,,,,,,,377646,338759,823690,964589,1851974,437106,1149510,1071286,896081,3990060,1389066,1919431,2204845,5445798,2899461,3889393,2552603,1452719,2058198,2357113,1611120,1382847,1632172,1723358
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302553,Manaquiri,,,,,,,,,,,,,,,,,2,,,1192,36131,,,,172465,4592,22000,66799,400775,150762,,127112,437925,536334,690132,539872,543508,619996,558992,409621,425390,401661,649630,739722,865422,1494761,1846968,1607683,1416017,2489576
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302603,Manaus,,,,,,,,,,,,,,,,,42,149,787,59966,3248244,7001527,,7137762,8456014,8813601,12070142,13092447,17112200,11547079,11410126,15829129,26510944,26057268,37504235,22792940,29457253,30476082,40050789,30780502,33068574,19417150,17303113,17556350,17778639,18237217,18995868,17920808,21657552,39191459
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302702,Manicoré,,,,,,,,,,,,,,,,,5,,89,3633,77630,,,365227,,,173440,502406,273147,250162,0,565850,450452,609466,629215,666760,1305225,1403344,1215506,2460130,2146278,1867123,1898824,1999710,2783651,2738512,2973031,3886866,7619884,6482738
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302801,Maraã,,,,,,,,,,,,,,,,,0,,43,1221,8560,,,,,,98791,13063,36923,10188,196332,,70356,111869,14182,182769,160421,157687,278317,612401,1232367,444708,340776,746529,1235212,616723,621072,633567,651906,368723
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1302900,Maués,,,,,,,,,,,,,,,,,10,18,180,5820,111760,381050,,,,,0,937073,3199314,1857213,0,96078,2204911,206747,2061434,941100,4585825,3599732,4250601,1882381,2717896,2648484,2633530,1851869,11946510,7092861,8806355,8921080,9841186,8789524
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1303007,Nhamundá,,,,,,,,,,,,,,,,,3,,75,1172,22492,33791,,267896,364060,225070,44611,330099,50524,232992,278707,,237897,314296,,,278268,231933,239550,365040,334463,716816,392263,236593,516812,396957,452501,831052,2667765,1528238
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1303106,Nova Olinda do Norte,,,,,,,,,,,,,,,,,0,3,6,,,,,448566,930003,0,0,31461,104938,165568,664767,330801,219468,251541,332546,293933,311169,374404,391172,389305,376693,456794,525447,598283,1076417,1243094,1796500,1875242,2118015,2115559
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1303205,Novo Airão,,,,,,,,,,,,,,,,,1,14,47,1809,78469,180030,,,,5391,,27861,101995,48933,7514,250727,335932,,,484314,428962,489348,400571,570581,551057,698323,614882,422778,598761,966007,1438997,1388858,3670026,1996334
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1303304,Novo Aripuanã,,,,,,,,,,,,,,,,,0,,48,1062,40121,115221,,150526,364060,209764,147806,95859,84654,135182,121515,119438,99518,193729,217359,0,233360,,505097,200517,786291,278326,336733,380086,249857,636596,726914,525532,659773,596676
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1303403,Parintins,,,,,,,,,,,,,,,,,3,17,,,,261952,,,64921,194188,904910,421206,599450,417547,533257,651289,1412047,799331,1559899,1117918,1188310,1886018,2738652,1947364,5908674,5121616,,3346688,3456830,4622961,4743466,6482204,6618048,7422199
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1303502,Pauini,,,,,,,,,,,,,,,,,1,4,17,3892,66247,46122,,,,,113104,112212,300207,255911,183307,101896,84947,,98010,74032,976182,498215,602646,603310,,,771172,939688,862966,830038,1163368,744276,1024625,1468585
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1303536,Presidente Figueiredo,,,,,,,,,,,,,,,,,,,54,7925,365253,683054,,,692075,548644,1248043,1159743,2001442,1025822,1248959,1416037,1656618,1443827,3001538,1562197,1840305,2606873,3097681,6971698,5439827,3822828,4130970,3186237,4089965,4631585,5809530,3198600,3939294,3286300
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,13,Amazonas,1303569,Rio Preto da Eva,,,,,,,,,,,,,,,,,0,,,2770,60724,917761,,348606,363951,131984,0,0,120000,1089713,400315,1201620,885780,950799,939378,2229590,445025,1038444,796905,692038,1071530,517921,480514,1060789,1215570,1561830,1216393,1386036,2926462,4692392
